start,end,গ্রাম পঞ্চায়েত,গ্রামের নাম ,সংসদ নং ,পাড়ার নাম ,টিউবওয়েলের ধরণ,ল্যান্ডমার্ক,মালিকের নাম,ইনস্টলেশনের তারিখ,ইনস্টলেশনের সময় জলের প্রথম স্তর,নলকূপের গভীরতা,কৃষিকাজে ব্যবহৃত টিউবওয়েলের শক্তি,টিউবওয়েলের ব্যবহার  ,টিউবওয়েলের ব্যবহার  /পানীয়,টিউবওয়েলের ব্যবহার  /গৃহস্থালী কার্যক্রম,টিউবওয়েলের ব্যবহার  /সেচ,টিউবওয়েলের ব্যবহার  /অন্যান্য,গ্রীষ্মকালে জল পাওয়া যায় না কি না,মার্চ - এপ্রিল,এপ্রিল - মে,মে - জুন,জলের গুণমান (আয়রন টেস্ট),মন্তব্য,নলকূপের ছবি,নলকূপের ছবি_URL,নলকূপের অবস্থান ,_নলকূপের অবস্থান _latitude,_নলকূপের অবস্থান _longitude,_নলকূপের অবস্থান _altitude,_নলকূপের অবস্থান _precision,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index,,,,,,,,,
2024-06-11,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,Balai Das,,2023-06-11,,940,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Ha,Ha,Ha,,,1718109064693.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F3e96de18-21cc-432d-b88b-9c460a8ea4b0%2F1718109064693.jpg,21.7579882 88.4082442 -51.97283935546875 4.588,21.7579882,88.4082442,-51.97283936,4.588,348743540,3e96de18-21cc-432d-b88b-9c460a8ea4b0,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,11,,,,,,,,,
2024-06-11,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,Bikash Ray er nikatbarti,,2019-06-11,,940,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Ha,Ha,Ha,,,1718109451763.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F4172d701-d4d2-44fb-a91c-5d950de579bd%2F1718109451763.jpg,21.7597185 88.4076216 -49.230560302734375 3.944,21.7597185,88.4076216,-49.2305603,3.944,348743588,4172d701-d4d2-44fb-a91c-5d950de579bd,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,12,,,,,,,,,
2024-06-12,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,Kamal mondal er nikatbarti,,2012-06-12,800,880,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Ha,Ha,Ha,,,1718191586756.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F2767e080-0c93-4ff8-816d-14b37a809564%2F1718191586756.jpg,21.760126 88.4040328 -44.50482177734375 4.792,21.760126,88.4040328,-44.50482178,4.792,348743628,2767e080-0c93-4ff8-816d-14b37a809564,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,13,,,,,,,,,
2024-06-12,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,Tapan mondal er nikatbarti,,2017-06-12,,940,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,,,Jun,,,1718192137633.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F36594936-01ad-4998-af4a-70ba95855af3%2F1718192137633.jpg,21.760198 88.4003893 -46.2403564453125 4.87,21.760198,88.4003893,-46.24035645,4.87,348743659,36594936-01ad-4998-af4a-70ba95855af3,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,14,,,,,,,,,
2024-06-12,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,Pintu Ray er nikatbarti,,2021-06-12,,1200,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Ha,Ha,Ha,,,1718192487968.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F48a72d92-c5d6-462c-b20e-f0cd62abd0c8%2F1718192487968.jpg,21.7604563 88.397657 -58.459381103515625 4.074,21.7604563,88.397657,-58.4593811,4.074,348743683,48a72d92-c5d6-462c-b20e-f0cd62abd0c8,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,15,,,,,,,,,
2024-06-12,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,Sujit Shit er nikatbarti,,2020-07-17,900,1500,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,না,,,,,,1718193090783.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Fb160802d-6bc1-436b-86ac-a5ddfa0c922e%2F1718193090783.jpg,21.7577169 88.3989099 -51.220123291015625 4.17,21.7577169,88.3989099,-51.22012329,4.17,348743717,b160802d-6bc1-436b-86ac-a5ddfa0c922e,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,16,,,,,,,,,
2024-06-12,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,ICDS er nikatbarti,,2021-08-14,,,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Ha,Ha,Ha,,,1718193881278.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F0257c0b7-68be-4e2c-bae0-48142acbf385%2F1718193881278.jpg,21.7575177 88.4031113 -50.203826904296875 4.181,21.7575177,88.4031113,-50.2038269,4.181,348743753,0257c0b7-68be-4e2c-bae0-48142acbf385,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,17,,,,,,,,,
2024-06-12,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,Ranjan Haldar er nikatbarti,,2022-11-11,850,1100,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,April,May,Jun,,,1718194705997.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Fb41efe7f-3b30-47c0-b4cf-d13abdf2b4f8%2F1718194705997.jpg,21.7560028 88.4064973 -39.9013671875 4.334,21.7560028,88.4064973,-39.90136719,4.334,348743787,b41efe7f-3b30-47c0-b4cf-d13abdf2b4f8,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,18,,,,,,,,,
2024-06-12,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,Mantu Barui er nikatbarti,,2003-06-12,,900,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,April,May,Jun,,,1718194988511.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F5d80033a-6f59-4ed8-8f34-d8ff2f69d955%2F1718194988511.jpg,21.7554789 88.4057058 -39.4573974609375 4.717,21.7554789,88.4057058,-39.45739746,4.717,348743823,5d80033a-6f59-4ed8-8f34-d8ff2f69d955,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,19,,,,,,,,,
2024-06-13,2024-06-13,বনশ্যামনগর,Shibnagar,13,Sarbodaypalli,পঞ্চায়েত,Himanshu Barik er nikatbarti,,2015-06-13,800,920,Na,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Ha,Ha,Ha,,,1718283835674.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Ff2c74a2b-e887-44f3-8857-cffd4465c738%2F1718283835674.jpg,21.7557403 88.4006912 -50.31951904296875 4.847,21.7557403,88.4006912,-50.31951904,4.847,349022267,f2c74a2b-e887-44f3-8857-cffd4465c738,2024-06-13,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,20,,,,,,,,,
2024-06-13,2024-06-14,পাথরপ্রতিমা ,Kishori.nagar,27,Deyr.ghari,পঞ্চায়েত,Joydeb.Das.House,,2018-06-13,,1000,,পানীয়,1,0,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1718263639467.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Fac3bd310-0ade-4085-aa3a-b822c6cb9a98%2F1718263639467.jpg,21.7488093 88.3372735 -57.151 4.998,21.7488093,88.3372735,-57.151,4.998,349322570,ac3bd310-0ade-4085-aa3a-b822c6cb9a98,2024-06-14,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,22,,,,,,,,,
2024-06-13,2024-06-14,পাথরপ্রতিমা ,Kishori.nagar,27,Deyr.ghari,পঞ্চায়েত,Near Subsenter.,,2019-06-13,,1000,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1718264013810.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Fafb50f97-fdbc-427a-b6fa-ffb36434dcc0%2F1718264013810.jpg,21.7478968 88.3369581 -67.034 3.9,21.7478968,88.3369581,-67.034,3.9,349323330,afb50f97-fdbc-427a-b6fa-ffb36434dcc0,2024-06-14,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,23,,,,,,,,,
2024-06-13,2024-06-14,পাথরপ্রতিমা ,Kishori.nagar,27,Janar.ghari,পঞ্চায়েত,Near debendranath Dolai,,2020-06-13,,1000,,পানীয়,1,0,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1718264484090.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F02ffea66-6602-45dd-85f4-30b117d9f417%2F1718264484090.jpg,21.7439865 88.339301 -68.566 3.9,21.7439865,88.339301,-68.566,3.9,349323648,02ffea66-6602-45dd-85f4-30b117d9f417,2024-06-14,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,24,,,,,,,,,
2024-06-13,2024-06-14,পাথরপ্রতিমা ,Kishori.nagar,27,Janar.ghari,পঞ্চায়েত,Near Ashak Das,,2017-06-13,,1000,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1718264840137.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Fbc0c6bea-9951-4f7d-8fc2-3a76800013cc%2F1718264840137.jpg,21.7447569 88.3331031 -39.653 3.9,21.7447569,88.3331031,-39.653,3.9,349323774,bc0c6bea-9951-4f7d-8fc2-3a76800013cc,2024-06-14,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,25,,,,,,,,,
2024-06-13,2024-06-14,পাথরপ্রতিমা ,Kishori nagar,27,Janar.ghari,পঞ্চায়েত,Near kallani Jana House,,2018-06-13,,1000,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1718265040114.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F908cff66-580c-4a5d-b6bc-cded8edad7ab%2F1718265040114.jpg,21.7419629 88.33756 -64.002 3.9,21.7419629,88.33756,-64.002,3.9,349323907,908cff66-580c-4a5d-b6bc-cded8edad7ab,2024-06-14,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,26,,,,,,,,,
2024-06-13,2024-06-14,পাথরপ্রতিমা ,Kishori.nagr,27,Janar. ghari,পঞ্চায়েত,Tarunsgngha Claub,,2004-06-13,,1000,,,,,,,না,,,,,,1718265283686.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F2a27f751-3838-408c-b283-08a06668744d%2F1718265283686.jpg,21.7403554 88.3371837 -103.195 3.9,21.7403554,88.3371837,-103.195,3.9,349323999,2a27f751-3838-408c-b283-08a06668744d,2024-06-14,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,27,,,,,,,,,
2024-06-13,2024-06-14,পাথরপ্রতিমা ,Kishori nagar,27,Deyr.ghari,পঞ্চায়েত,Near Srikanta Raut House,,2014-06-13,,800,,পানীয়,1,0,0,0,না,,,,,,1718265579854.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Ff40ed8a9-c846-41ad-8e42-62d57df779e4%2F1718265579854.jpg,21.7479665 88.3368816 -39.653 3.9,21.7479665,88.3368816,-39.653,3.9,349324199,f40ed8a9-c846-41ad-8e42-62d57df779e4,2024-06-14,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,28,,,,,,,,,
2024-06-13,2024-06-14,পাথরপ্রতিমা ,Kishori.nagar.,27,Janar.ghari,পঞ্চায়েত,Near sibalaymondir,,2013-06-13,,1000,,পানীয়,1,0,0,0,হ্যাঁ,Yes,Yes,Yes,হালকা বাদামী,,1718264272529.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F827ab350-2d97-493c-ab12-7bf9e2a307c2%2F1718264272529.jpg,21.7443961 88.336369 -61.115 3.9,21.7443961,88.336369,-61.115,3.9,349325396,827ab350-2d97-493c-ab12-7bf9e2a307c2,2024-06-14,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,29,,,,,,,,,
2024-06-05,2024-06-25,বনশ্যামনগর,Gangapur,16,Pubarpara,পঞ্চায়েত,Nikhil maity nikot,,2022-06-02,950,1000,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,March . April,May,May. June,,,1717591491973.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F4c1e777f-8b4b-41fd-b719-9042457fa767%2F1717591491973.jpg,21.73868 88.41941 -9.1 5.0,21.73868,88.41941,-9.1,5,352424467,4c1e777f-8b4b-41fd-b719-9042457fa767,2024-06-25,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,30,,,,,,,,,
2024-06-13,2024-06-25,বনশ্যামনগর,Gangapur,16,Gangapur,,Tapan das,Ssdc ar banano.,2013-06-05,800,940,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,March,April,Ma,,,1718273893925.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Ffffb9866-a89a-4010-bff1-f8f3b95c27a1%2F1718273893925.jpg,21.736975 88.4208533 1.7 4.6,21.736975,88.4208533,1.7,4.6,352424490,fffb9866-a89a-4010-bff1-f8f3b95c27a1,2024-06-25,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,31,,,,,,,,,
2024-06-14,2024-06-25,বনশ্যামনগর,Gangapur,16,Majarpara,,Chandan mondal ar jaiga,S. S. J. S ar banano,2024-06-14,950,880,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,March,April,Ma,,,1718366204001.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F64c373ab-248a-497a-a5f8-90f7e84b5663%2F1718366204001.jpg,21.7406917 88.4175567 18.4 3.9,21.7406917,88.4175567,18.4,3.9,352424503,64c373ab-248a-497a-a5f8-90f7e84b5663,2024-06-25,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,32,,,,,,,,,
2024-06-14,2024-06-25,বনশ্যামনগর,Gangagapur,16,Pubarpara,ব্যক্তিগত,,Dipak dhara,2000-06-14,800,950,Ha,পানীয় গৃহস্থালী কার্যক্রম অন্যান্য,1,1,0,1,হ্যাঁ,March,April,Ma,,,1718367405897.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F81150e3f-6dce-40a3-80f2-10a940e78710%2F1718367405897.jpg,21.7404933 88.41955 -37.19999694824219 3.9,21.7404933,88.41955,-37.19999695,3.9,352424509,81150e3f-6dce-40a3-80f2-10a940e78710,2024-06-25,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,33,,,,,,,,,
2024-06-15,2024-06-25,বনশ্যামনগর,Gangapur,16,Gumta para,পঞ্চায়েত,,Tapan kumar maity.,2019-06-15,850,950,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,March,April,Ma,,,1718451634808.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2F735aa1ab-612d-48c5-8cf4-220624709d81%2F1718451634808.jpg,21.73822 88.4132317 8.4 4.3,21.73822,88.4132317,8.4,4.3,352424514,735aa1ab-612d-48c5-8cf4-220624709d81,2024-06-25,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,34,,,,,,,,,
2024-06-15,2024-06-25,বনশ্যামনগর,Gangapur,16,School para.,ব্যক্তিগত,,Soubodh chandra dhara.,2022-06-15,,,,পানীয় গৃহস্থালী কার্যক্রম,1,1,0,0,হ্যাঁ,March,,,,,1718454725558.jpg,https://kc.kobotoolbox.org/media/original?media_file=prasari_s24%2Fattachments%2Ffded1b6cf0804904bb022e1dbfdead9c%2Ff19f2385-3ab2-4297-a7e8-d827c0f164f5%2F1718454725558.jpg,21.7384136 88.4127794 26.0 5.0,21.7384136,88.4127794,26,5,352424525,f19f2385-3ab2-4297-a7e8-d827c0f164f5,2024-06-25,,,submitted_via_web,prasari_s24,vciL5xPiPRa8xiy55ZKFeY,,35,,,,,,,,,
